Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Belfast,B12 - AFFNI54,Mussels,10/05/2021,No harmful species observed,500,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,24/05/2021,No harmful species observed,60,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,01/06/2021,No harmful species observed,300,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,14/06/2021,No harmful species observed,1800,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,28/06/2021,No harmful species observed,2280,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,13/07/2021,200,1280,120,Open,PSP and DSP cell count above set trigger levels - Notification issued 15/7/21 - additional toxin samples have been initiated
Belfast,B12 - AFFNI54,Mussels,26/07/2021,180,3140,500,Open,PSP and DSP cell count above set trigger levels - flesh toxin samples initiated.
Belfast,B12 - AFFNI54,Mussels,09/08/2021,460,1300,60,Open,PSP and DSP cell count above set trigger levels - flesh toxin samples initiated.
Belfast,B12 - AFFNI54,Mussels,23/08/2021,40,580,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,06/09/2021,660,12520,No harmful species observed,Open,DSP cell count above set trigger levels - Notification issued 7/9/21 - additional toxin samples have been initiated
Belfast,B12 - AFFNI54,Mussels,13/09/2021,220,2760,No harmful species observed,Open,DSP cell count above set trigger levels - Notification issued 15/9/21 - additional toxin samples have been initiated
Belfast,B12 - AFFNI54,Mussels,20/09/2021,40,16880,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,11/10/2021,No harmful species observed,180,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,25/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,08/11/2021,No harmful species observed,120,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,22/11/2021,No harmful species observed,40,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,29/11/2021,No harmful species observed,140,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B12 - AFFNI54,Mussels,27/12/2021,No harmful species observed,80,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,10/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,10/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,22/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,08/03/2021,No harmful species observed,460,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,22/03/2021,No harmful species observed,160,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,07/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,19/04/2021,20,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,10/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,24/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,01/06/2021,No harmful species observed,60,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,14/06/2021,20,1500,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,28/06/2021,No harmful species observed,16600,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,13/07/2021,160,2520,No harmful species observed,Open,DSP cell count above set trigger levels - Notification issued 15/7/21 - additional toxin samples have been initiated
Belfast,B20 - AFFNI53,Mussels,26/07/2021,No harmful species observed,2760,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,09/08/2021,No harmful species observed,680,20,Open,
Belfast,B20 - AFFNI53,Mussels,23/08/2021,No harmful species observed,220,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,06/09/2021,240,4480,No harmful species observed,Open,DSP cell count above set trigger levels - Notification issued 7/9/21 - additional toxin samples have been initiated
Belfast,B20 - AFFNI53,Mussels,13/09/2021,No harmful species observed,800,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,20/09/2021,No harmful species observed,8220,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,11/10/2021,No harmful species observed,320,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,25/10/2021,No harmful species observed,80,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,22/11/2021,No harmful species observed,80,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Belfast,B20 - AFFNI53,Mussels,27/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,11/01/2020,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,22/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,07/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,19/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,04/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,17/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,01/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,08/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,28/06/2021,No harmful species observed,320,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,06/07/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,20/07/2021,No harmful species observed,300,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,02/08/2021,40,40,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,16/08/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,31/08/2021,No harmful species observed,1480,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,13/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,27/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,26/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C1 - AFFNI27,Mussels,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,11/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,22/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,07/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,19/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,04/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,17/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,01/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,08/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,28/06/2021,No harmful species observed,280,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,06/07/2021,No harmful species observed,160,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,20/07/2021,No harmful species observed,2820,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,02/08/2021,No harmful species observed,300,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,16/08/2021,No harmful species observed,200,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,31/08/2021,No harmful species observed,220,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,13/09/2021,20,80,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,27/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,26/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C7 - AFFNI73,Oysters,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,11/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,22/03/2021,No harmful species observed,40,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,07/04/2021,No harmful species observed,80,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,19/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,04/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,17/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,01/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,08/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,28/06/2021,No harmful species observed,120,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,06/07/2021,60,80,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,20/07/2021,No harmful species observed,1100,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,02/08/2021,20,120,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,16/08/2021,No harmful species observed,200,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,31/08/2021,No harmful species observed,860,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,13/09/2021,20,560,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,27/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,26/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,08/11/2021,No harmful species observed,120,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C9 - AFFNI39 - represents C15 AFFNI 89 and C17 AFFNI92,Oysters,13/12/2021,No harmful species observed,220,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,11/01/2021,No harmful species observed,80,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,09/02/2021,No harmful species observed,40,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,22/03/2021,No harmful species observed,140,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,07/04/2021,No harmful species observed,540,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,19/04/2021,No harmful species observed,140,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,04/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,17/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,01/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,08/06/2021,20,40,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,28/06/2021,No harmful species observed,1660,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,06/07/2021,No harmful species observed,140,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,20/07/2021,120,5200,20,Open,DSP cell count above set trigger levels - Notification issued and additional toxin samples have been initiated.
Carlingford,C11 - AFFNI84,Oysters,02/08/2021,20,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,16/08/2021,20,180,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,31/08/2021,No harmful species observed,1920,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,13/09/2021,20,1040,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,27/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,26/10/2021,No harmful species observed,80,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,C11 - AFFNI84,Oysters,13/01/2021,No harmful species observed,660,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,11/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,22/03/2021,No harmful species observed,40,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,07/04/2021,No harmful species observed,660,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,19/04/2021,No harmful species observed,420,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,04/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,17/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,01/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,08/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,28/06/2021,20,80,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,06/07/2021,No harmful species observed,60,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,20/07/2021,40,40,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,02/08/2021,No harmful species observed,140,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,16/08/2021,No harmful species observed,580,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,31/08/2021,No harmful species observed,820,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,13/09/2021,No harmful species observed,80,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,27/09/2021,20,140,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,26/10/2021,No harmful species observed,700,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
