Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Carlingford,C11 - AFFNI84,Oysters,20/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,03/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,17/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,02/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,15/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,31/03/2020,No harmful species,180,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,15/04/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,27/04/2020,No harmful species,80,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,11/05/2020,40,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,27/05/2020,No harmful species,140,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,09/06/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,23/06/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,30/06/2020,80,700,40,Open,Investigatory email issued 01/07/2020 as Alexandrium spp. (PSP) was present above trigger levels. 
Carlingford,C11 - AFFNI84,Oysters,15/07/2020,No harmful species,180,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,27/07/2020,40,2100,20,Open,
Carlingford,C11 - AFFNI84,Oysters,10/08/2020,20,980,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,01/09/2020,No harmful species,580,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,14/09/2020,No harmful species,2900,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,28/09/2020,No harmful species,80,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,13/10/2020,No harmful species,60,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,27/10/2020,No harmful species,80,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,09/11/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,23/11/2020,No harmful species,80,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,07/12/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,14/12/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,06/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,20/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,03/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,17/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,02/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,15/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,31/03/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,16/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,28/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,12/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,27/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,09/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,23/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,30/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,15/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,28/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,10/08/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,01/09/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,04/11/2020,,,,Declassified,Bed declassified on 4th November 2020. 
Carlingford,C4 - AFFNI68,Mussels,06/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,20/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,03/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,17/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,02/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,15/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,31/03/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,16/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,28/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,12/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,27/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,09/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,23/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,30/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,15/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,28/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,10/08/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,01/09/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,04/11/2020,,,,Declassified,Bed declassified on 4th November 2020. 
Carlingford,Narrow Water - Wild Fishery             ,Oysters,06/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,20/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,03/02/2020,No harmful species,80,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,17/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,02/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,15/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,31/03/2020,No harmful species,760,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,15/04/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,27/04/2020,No harmful species,160,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,11/05/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,27/05/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,09/06/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,23/06/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,30/06/2020,No harmful species,540,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,15/07/2020,20,1340,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,27/07/2020,No harmful species,2660,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,10/08/2020,140,540,No harmful species,Open,Investigatory email issued 12/08/2020 as D.acuminata (DSP) was present above trigger levels. 
Carlingford,Narrow Water - Wild Fishery             ,Oysters,01/09/2020,No harmful species,240,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,14/09/2020,No harmful species,40,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,28/09/2020,No harmful species,840,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,13/10/2020,No harmful species,80,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,27/10/2020,No harmful species,380,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,09/11/2020,No harmful species,40,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,23/11/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,07/12/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,14/12/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,06/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,20/01/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,03/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,17/02/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,02/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,15/03/2020,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,31/03/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,16/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,28/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,12/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,27/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,09/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,23/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,30/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,15/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,28/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,10/08/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,13/01/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,27/01/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,10/02/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,24/02/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,09/03/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,23/03/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,07/04/2020,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/04/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,11/05/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,26/05/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,08/06/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,22/06/2020,20,4200,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/07/2020,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/07/2020,No harmful species,940,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,03/08/2020,No harmful species,8560,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,17/08/2020,No harmful species,6820,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,02/09/2020,No harmful species,600,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,14/09/2020,No harmful species,1140,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,28/09/2020,No harmful species,280,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,14/10/2020,No harmful species,1700,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,28/10/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,02/11/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,16/11/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,01/12/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,14/12/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,29/12/2020,No harmful species,No harmful species,No harmful species,Open,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Killough,K1 - AFFNI18,Oysters/Mussels,13/01/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,27/01/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,10/02/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,24/02/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,09/03/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,23/03/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,07/04/2020,,,,Oysters Open/ Mussels dormant 01/01/2021,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Killough,K1 - AFFNI18,Oysters/Mussels,20/04/2020,,,,Oysters Open/ Mussels dormant 01/01/2022,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Killough,K1 - AFFNI18,Oysters/Mussels,11/05/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,26/05/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,08/06/2020,40,1560,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,22/06/2020,No harmful species,6640,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,06/07/2020,20,5580,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,20/07/2020,20,5200,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,03/08/2020,60,13600,20,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,17/08/2020,100,12300,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,Investigatory email issued 19/08/2020 as D.acuminata (DSP) was present above trigger levels. 
Killough,K1 - AFFNI18,Oysters/Mussels,02/09/2020,100,3080,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,14/09/2020,No harmful species,1260,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,28/09/2020,No harmful species,200,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,14/10/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,28/10/2020,No harmful species,60,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,02/11/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,16/11/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,01/12/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,14/12/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,29/12/2020,No harmful species,No harmful species,No harmful species,Oysters Open/ Mussels dormant 01/01/2021,
Larne Lough,L5 - AFFNI21B,Mussels/Oysters,,,,,Dormant 01/01/2020,
Larne Lough,L3 - AFFNI88,Oysters,14/01/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,28/01/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,10/02/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,24/02/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,10/03/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,24/03/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,06/04/2020,No harmful species ,720,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,20/04/2020,No harmful species ,360,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,11/05/2020,No harmful species ,220,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,27/05/2020,No harmful species ,80,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,09/06/2020,80,20,20,Open,
Larne Lough,L3 - AFFNI88,Oysters,23/06/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,07/07/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,21/07/2020,No harmful species,80,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,03/08/2020,No harmful species,1600,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,18/08/2020,No harmful species,3920,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,31/08/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,14/09/2020,No harmful species ,80,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,28/09/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,12/10/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,26/10/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,02/11/2020,No harmful species,No harmful species,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,10/11/2020,No harmful species,No harmful species,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,23/11/2020,No harmful species,No harmful species,No harmful species,Open,
Larne Lough,L3 - AFFNI88,Oysters,08/12/2020,,,,Open,Samples deferred until next week. Sampling officer unable to access the site. 
Larne Lough,L3 - AFFNI88,Oysters,14/12/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Larne Lough,L3 - AFFNI88,Oysters,29/12/2020,No harmful species,No harmful species,No harmful species,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,13/01/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,27/01/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,10/02/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,24/02/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,09/03/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,23/03/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,31/03/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,16/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,28/04/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,12/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,27/05/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,09/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,23/06/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,15/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,28/07/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,10/08/2020,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Lough Foyle,Production Area 3 ,Mussels/ Oysters,28/09/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,12/10/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,26/10/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,09/11/2020,No harmful species ,80,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,23/11/2020,No harmful species ,No harmful species ,No harmful species ,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,30/11/2020,No harmful species,No harmful species,No harmful species,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,14/12/2020,No harmful species,No harmful species,No harmful species,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,13/01/2020,No harmful species ,No harmful species ,No harmful species ,Open,
