Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,"Other (Producers of Yessotoxins, Hepatotoxins and Icthytoxic and nuisance species)",Status,Comments
Strangford ,S7 - AFFNI76,Oysters,03/07/2023,No harmful species identified,1780,No harmful species identified,No harmful species identified,Open,
Carlingford,C1 - AFFNI27,Mussels ,04/07/2023,No harmful species identified,No harmful species identified,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters,04/07/2023,80,1040,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters  ,04/07/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery,Mussels ,04/07/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Larne Lough,L3 AFFNI 88,Oysters ,04/07/2023,No harmful species identified ,320,No harmful species identified,No harmful species identified,Open,
Larne Lough ,L3 AFFNI 88,Oysters,07/07/2023,No harmful species identified ,920,No harmful species identified,No harmful species identified,Open,
Belfast ,B1 - AFFNI55,Mussels ,09/07/2023,40,300,No harmful species identified ,No harmful species identified ,Open,
Belfast ,B3 AFFNI50,Mussels ,09/07/2023,80,200,No harmful species identified,No harmful species identified ,Open,
Belfast ,B12 - AFFNI54,Mussels ,09/07/2023,320,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,outwith letter issued 11.7.2023
Belfast ,B20 - AFFNI53,Mussels ,09/07/2023,240,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,outwith letter issued 11.7.2023
Carlingford,C1 - AFFNI27,Mussels,10/07/2023,No harmful species identified,400,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters  ,10/07/2023,40,5900,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,10/07/2023,20,8440,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery,Mussels ,10/07/2023,No harmful species identified ,1700,No harmful species identified,No harmful species identified ,Open,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters  ,10/07/2023,No harmful species identified ,43600,No harmful species identified,No harmful species identified ,Open,
Killough,K1- AFFNI18,Oysters  ,10/07/2023,20,20000,No harmful species identified,20,Open,
Strangford,S2 - AFFNI42,Mussels ,10/07/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S7 - AFFNI76,Oysters ,11/07/2023,No harmful species identified ,1900,No harmful species identified,No harmful species identified,Open,
Belfast ,B1 -AFFNI55,Mussels ,17/07/2023,40,740,60,No harmful species identified ,Open,outwith letter issued 18.7.2023
Belfast,B3 - AFFNI50,Mussels,17/07/2023,20,260,No harmful species identified,No harmful species identified ,Open,
Belfast ,B12 - AFFNI54,Mussels,17/07/2023,120,300,No harmful species identified ,No harmful species identified ,Open,outwith letter issued  18.7.2023
Belfast,B20 - AFFNI53,Mussels,17/07/2023,80,940,No harmful species identified ,No harmful species identified,Open,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters,17/07/2023,No harmful species identified ,14640,No harmful species identified,No harmful species identified ,Open,
Killough,K1- AFFNI18,Oysters,17/07/2023,No harmful species identified ,3900,No harmful species identified,No harmful species identified,Open,
Larne Lough ,L3 AFFNI 88,Oysters ,17/07/2023,No harmful species identified ,1960,No harmful species identified,No harmful species identified,Open,
Strangford,S2 - AFFNI42,Mussels ,17/07/2023,No harmful species identified ,280,No harmful species identified,No harmful species identified,Open,
Strangford ,S7 - AFFNI76,Oysters,17/07/2023,No harmful species identified ,1620,No harmful species identified,No harmful species identified,Open,
Carlingford ,C1 - AFFNI27,Mussels ,19/07/2023,No harmful species identified,720,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters,19/07/2023,No harmful species identified ,2880,No harmful species identified,No harmful species identified,Open,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters  ,19/07/2023,No harmful species identified ,520,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery,Mussels ,19/07/2023,No harmful species identified ,120,No harmful species identified,No harmful species identified ,Open,
Belfast ,B1 -AFFNI55,Mussels,24/07/2023,20,360,No harmful species identified ,No harmful species identified ,Open,
Belfast,B3 - AFFNI50,Mussels,24/07/2023,80,40,No harmful species identified,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels,24/07/2023,80,40,No harmful species identified ,No harmful species identified ,Open,
Belfast,B20 - AFFNI53,Mussels,24/07/2023,No harmful species identified,1500,No harmful species identified ,No harmful species identified,Open,
Carlingford,C1 - AFFNI27,Mussels ,24/07/2023,No harmful species identified ,400,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters ,24/07/2023,No harmful species identified ,15500,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,24/07/2023,20,7520,No harmful species identified,No harmful species identified ,Open,
Carlingford,Narrow Water Wild Fishery,Mussels,24/07/2023,No harmful species identified ,200,No harmful species identified,No harmful species identified ,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,24/07/2023,No harmful species identified ,8380,No harmful species identified,No harmful species identified ,Open,
Killough,K1- AFFNI18,Oysters,24/07/2023,80,7540,No harmful species identified,120,Open,
Strangford ,S7 - AFFNI76,Oysters ,24/07/2023,20,6800,No harmful species identified ,No harmful species identified,Open,
Larne Lough,L3 AFFNI 88,Oysters,25/07/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S2 - AFFNI42,Mussels ,25/07/2023,20,400,No harmful species identified,140,Open,
Killough,K1- AFFNI18,Oysters  ,31/07/2023,No harmful species identified ,1120,No harmful species identified,No harmful species identified ,Open,
Strangford ,S2 - AFFNI42,Mussels ,01/08/2023,No harmful species identified ,220,No harmful species identified,No harmful species identified,Open,
Strangford ,S7 - AFFNI76,Oysters ,01/08/2023,No harmful species identified,4820,No harmful species identified ,No harmful species identified,Open,
Belfast ,B1 -AFFNI55,Mussels,08/08/2023,260,80,No harmful species identified ,No harmful species identified ,Open,Outwith
Belfast,B3 - AFFNI50,Mussels,08/08/2023,140,80,60,No harmful species identified ,Open,Outwith
Belfast,B12 - AFFNI54,Mussels,08/08/2023,340,600,No harmful species identified ,No harmful species identified ,Open,Outwith
Belfast,B20 - AFFNI53,Mussels,08/08/2023,260,2400,40,No harmful species identified,Open,Outwith
Carlingford,C1 - AFFNI27,Mussels ,08/08/2023,No harmful species identified ,160,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters ,08/08/2023,80,3680,20,20,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,08/08/2023,20,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Carlingford,Narrow Water Wild Fishery,Mussels,08/08/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI 88,Oysters ,08/08/2023,No harmful species identified ,300,No harmful species identified ,No harmful species identified ,Open,
Killough,K1- AFFNI18,Oysters  ,14/08/2023,No harmful species identified ,160,No harmful species identified,No harmful species identified ,Open,
Belfast ,B1 -AFFNI55,Mussels,21/08/2023,No harmful species identified ,160,No harmful species identified ,No harmful species identified ,Open,
Belfast,B3 - AFFNI50,Mussels,21/08/2023,20,360,No harmful species identified ,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels,21/08/2023,40,280,No harmful species identified ,No harmful species identified ,Open,
Belfast,B20 - AFFNI53,Mussels,21/08/2023,No harmful species identified,1540,No harmful species identified ,No harmful species identified,Open,
Carlingford ,C1 - AFFNI27,Mussels ,21/08/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters,21/08/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,21/08/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery ,Mussels,21/08/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Strangford,S7 - AFFNI76,Oysters,21/08/2023,40,1240,No harmful species identified ,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI 88,Oysters,22/08/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford,S2 - AFFNI42,Mussels,22/08/2023,20,2500,No harmful species identified,No harmful species identified,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,30/08/2023,No harmful species identified ,12660,No harmful species identified,No harmful species identified ,Open,
Killough,K1- AFFNI18,Oysters  ,30/08/2023,No harmful species identified ,560,No harmful species identified,No harmful species identified ,Open,
Belfast,B1 -AFFNI55,Mussels ,04/09/2023,No harmful species identified ,11400,No harmful species identified ,No harmful species identified ,Open,
Belfast,B3 - AFFNI50,Mussels,04/09/2023,No harmful species identified ,17500,No harmful species identified ,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels,04/09/2023,No harmful species identified ,8220,No harmful species identified ,No harmful species identified ,Open,
Belfast,B20 - AFFNI53,Mussels,04/09/2023,No harmful species identified ,10460,No harmful species identified ,No harmful species identified,Open,
Larne Lough ,L3 AFFNI 88,Oysters ,04/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford,S2 - AFFNI42,Mussels ,04/09/2023,No harmful species identified ,480,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S7 - AFFNI76,Oysters ,04/09/2023,No harmful species identified ,760,No harmful species identified ,No harmful species identified,Open,
Dundrum Bay ,Inner North - DB1- AFFNI95A,Oysters  ,11/09/2023,No harmful species identified ,760,No harmful species identified,No harmful species identified ,Open,
Killough ,K1- AFFNI18,Oysters  ,11/09/2023,40,920,No harmful species identified,No harmful species identified ,Open,
Carlingford ,C1 - AFFNI27,Mussels,12/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters  ,12/09/2023,No harmful species identified ,580,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters  ,12/09/2023,No harmful species identified ,160,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery ,Mussels ,12/09/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Strangford ,S2 - AFFNI42,Mussels,18/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S7 - AFFNI76,Oysters ,18/09/2023,No harmful species identified ,40,No harmful species identified ,No harmful species identified ,Open,
Belfast,B1 - AFFNI55,Mussels,25/09/2023,No harmful species identified ,40,No harmful species identified ,No harmful species identified ,Open,
Belfast,B3 - AFFNI50,Mussels ,25/09/2023,No harmful species identified ,200,No harmful species identified ,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels ,25/09/2023,20,80,No harmful species identified ,No harmful species identified ,Open,
Belfast ,B20 - AFFNI53,Mussels ,25/09/2023,No harmful species identified ,80,No harmful species identified ,No harmful species identified,Open,
Dundrum Bay,Inner North - DB1- AFFNI95A,Oysters,25/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Killough ,K1 - AFFNI18,Oysters  ,25/09/2023,No harmful species identified ,40,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,C1 - AFFNI27,Mussels ,26/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters  ,26/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,26/09/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery ,Mussels,26/09/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI88,Oysters ,26/09/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S2 - AFFNI42,Mussels,03/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S7 - AFFNI76,Oysters ,03/10/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B1 - AFFNI55,Mussels ,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Belfast ,B3 - AFFNI50,Mussels ,09/10/2023,20,120,No harmful species identified ,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Belfast,B20 - AFFNI53,Mussels,09/10/2023,No harmful species identified ,200,No harmful species identified ,No harmful species identified,Open,
Dundrum Bay,Inner North - DB1- AFFNI95A,Oysters  ,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Killough,K1 - AFFNI18,Oysters  ,09/10/2023,No harmful species identified ,80,No harmful species identified ,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI88,Oysters,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Lough Foyle ,Production Area 3,Oysters/Mussels,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels ,09/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,C1 - AFFNI27,Mussels ,10/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters,10/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,10/10/2023,No harmful species identified ,120,No harmful species identified,No harmful species identified ,Open,
Carlingford,Narrow Water Wild Fishery ,Mussels ,10/10/2023,No harmful species identified ,80,No harmful species identified,No harmful species identified ,Open,
Strangford,S2 - AFFNI42,Mussels,16/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford,S7 - AFFNI76,Oysters,16/10/2023,No harmful species identified ,200,No harmful species identified,No harmful species identified,Open,
Belfast ,B1 - AFFNI55,Mussels,22/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Belfast,B12 - AFFNI54,Mussels,22/10/2023,No harmful species identified ,80,No harmful species identified ,No harmful species identified ,Open,
Belfast,B20 - AFFNI53,Mussels,22/10/2023,No harmful species identified ,160,No harmful species identified ,No harmful species identified,Open,
Lough Foyle,Production Area 3,Oysters/Mussels ,23/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels ,23/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,C1 - AFFNI27,Mussels ,24/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters  ,24/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters  ,24/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Carlingford,Narrow Water Wild Fishery ,Mussels ,24/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI88,Oysters ,24/10/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Dundrum Bay ,Inner North - DB1- AFFNI95A,Oysters  ,25/10/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Killough ,K1 - AFFNI18,Oysters  ,25/10/2023,No harmful species identified ,40,No harmful species identified,No harmful species identified,Open,
Belfast ,B1 - AFFNI55,Mussels ,06/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast ,B3 AFFNI50,Mussels,06/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B12 - AFFNI54,Mussels,06/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B20 - AFFNI53,Mussels,06/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford ,C1 - AFFNI27,Mussels ,07/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified,Open,
Carlingford,C11- AFFNI84,Oysters  ,07/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters  ,07/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Carlingford,Narrow Water Wild Fishery ,Mussels ,07/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Larne Lough ,L3 AFFNI88,Oysters ,07/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S2 - AFFNI42,Mussels,07/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S7 - AFFNI76,Oysters ,07/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Lough Foyle,Production Area 3,Oysters/Mussels ,13/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels ,13/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Dundrum Bay ,Inner North - DB1- AFFNI95A,Oysters  ,14/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified,No harmful species identified ,Open,
Killough ,K1 - AFFNI18,Oysters  ,14/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Strangford ,S2 - AFFNI42,Mussels ,20/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast ,B1 - AFFNI55,Mussels ,21/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast ,B3 AFFNI50,Mussels ,21/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B12 - AFFNI54,Mussels ,21/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B20 - AFFNI53,Mussels ,21/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Larne Lough ,L3 AFFNI88,Oysters ,21/11/2023,No harmful species identified ,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,C1 - AFFNI27,Mussels,22/11/2023,,,,,Open,sample rescheduled to 27.11.2023
Carlingford,C11- AFFNI84,Oysters,22/11/2023,,,,,Open,sample rescheduled to 27.11.2023
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,22/11/2023,,,,,Open,sample rescheduled to  27.11.203
Carlingford ,Narrow Water Wild Fishery ,Mussels ,22/11/2023,,,,,Open,sample rescheduled to 27.11.2023
Carlingford,C1 - AFFNI27,Mussels ,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford ,C11- AFFNI84,Oysters,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Carlingford ,Narrow Water Wild Fishery ,Mussels ,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified ,Open,
Dundrum Bay ,Inner North - DB1- AFFNI95A,Oysters,27/11/2023,No harmful species identified,160,No harmful species identified,No harmful species identified,Open,
Killough ,K1 -AFFNI18,Oysters,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Lough Foyle,Production Area 3,Oysters/Mussels ,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels ,27/11/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S7 - AFFNI76,Oysters ,28/11/2023,No harmful species identified ,No harmful species identified ,No harmful species identified ,No harmful species identified ,Open,
Belfast,B1 - AFFNI55,Mussels,03/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B3 - AFFNI50,Mussels,03/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B12 - AFFNI54,Mussels,03/12/2023,No harmful species identified,80,No harmful species identified,No harmful species identified,Open,
Belfast,B20 - AFFNI53,Mussels,03/12/2023,No harmful species identified,160,No harmful species identified,No harmful species identified,Open,
Carlingford ,C1 -AFFNI27,Mussels,04/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters ,04/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,04/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,Narrow Water Wild Fishery ,Mussels,04/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Larne Lough ,L3 AFFNI88,Oysters ,06/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Dundrum Bay ,Inner North - DB1- AFFNI95A,Oysters,11/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,,
Killough ,K1 -AFFNI18,Oysters,11/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Lough Foyle ,Production Area 3,Oysters/Mussels,11/12/2023,No harmful species identified,80,No harmful species identified,No harmful species identified,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels,11/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S2- AFFNI42,Mussels,11/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open ,
Strangford,S7 - AFFNI76,Oysters ,11/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B1 - AFFNI55,Mussels,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B3 - AFFNI50,Mussels,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B12 - AFFNI54,Mussels,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Belfast,B20 - AFFNI53,Mussels,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Lough Foyle ,Production Area 3,Oysters/Mussels,18/12/2023,No harmful species identified,40,No harmful species identified,No harmful species identified,Open,
Lough Foyle ,Production Area 4,Oysters/Mussels,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford,S7 - AFFNI76,Oysters ,18/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford ,C1 -AFFNI27,Mussels,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,C11 - AFFNI84,Oysters ,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Carlingford,Narrow Water Wild Fishery ,Mussels,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Larne Lough ,L3 AFFNI88,Oysters ,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open,
Strangford ,S2- AFFNI42,Mussels,19/12/2023,No harmful species identified,No harmful species identified,No harmful species identified,No harmful species identified,Open ,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters  ,31/07/2024,20,12320,No harmful species identified,No harmful species identified ,Open,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters  ,14/08/2024,No harmful species identified ,7980,No harmful species identified,No harmful species identified ,Open,
